task_id,uid,status,runner,lane,elapsed_s,goose_total_tokens,shell_command_count,submit_answer_count,answer_write_count,has_exception,report_json,report_md,events_jsonl
officeqa-uid0062,UID0062,failed,officeqa-big-runner-02,,218.826,29259,32,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0062.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0062.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0062.jsonl
officeqa-uid0063,UID0063,passed,officeqa-big-runner-02,,277.969,41789,35,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0063.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0063.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0063.jsonl
officeqa-uid0064,UID0064,passed,officeqa-big-runner-02,,725.609,26301,17,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0064.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0064.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0064.jsonl
officeqa-uid0065,UID0065,passed,officeqa-big-runner-01,,85.801,12984,9,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0065.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0065.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0065.jsonl
officeqa-uid0066,UID0066,failed,officeqa-big-runner-01,,134.064,15576,11,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0066.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0066.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0066.jsonl
officeqa-uid0067,UID0067,passed,officeqa-big-runner-01,,192.585,22587,12,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0067.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0067.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0067.jsonl
officeqa-uid0068,UID0068,passed,officeqa-big-runner-01,,413.54,50977,54,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0068.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0068.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0068.jsonl
officeqa-uid0069,UID0069,failed,officeqa-big-runner-02,,342.879,69900,59,0,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0069.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0069.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0069.jsonl
officeqa-uid0070,UID0070,passed,officeqa-big-runner-02,,196.286,20536,31,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0070.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0070.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0070.jsonl
officeqa-uid0071,UID0071,failed,officeqa-big-runner-02,,515.55,71631,51,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0071.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0071.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0071.jsonl
officeqa-uid0072,UID0072,passed,officeqa-big-runner-02,,176.953,29035,10,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0072.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0072.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0072.jsonl
officeqa-uid0073,UID0073,passed,officeqa-big-runner-01,,845.778,64868,97,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0073.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0073.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0073.jsonl
officeqa-uid0074,UID0074,passed,officeqa-big-runner-01,,204.232,18457,3,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0074.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0074.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0074.jsonl
officeqa-uid0075,UID0075,passed,officeqa-big-runner-01,,312.961,47957,43,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0075.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0075.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0075.jsonl
officeqa-uid0076,UID0076,failed,officeqa-big-runner-01,,319.658,29965,26,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0076.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0076.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0076.jsonl
officeqa-uid0077,UID0077,failed,officeqa-big-runner-02,,263.797,31966,25,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0077.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0077.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0077.jsonl
officeqa-uid0078,UID0078,passed,officeqa-big-runner-02,,175.481,16601,11,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0078.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0078.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0078.jsonl
officeqa-uid0079,UID0079,failed,officeqa-big-runner-02,,311.203,15070,12,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0079.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0079.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0079.jsonl
officeqa-uid0080,UID0080,passed,officeqa-big-runner-02,,170.181,12095,15,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0080.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0080.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0080.jsonl
officeqa-uid0081,UID0081,failed,officeqa-big-runner-01,,84.331,13149,5,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0081.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0081.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0081.jsonl
officeqa-uid0082,UID0082,failed,officeqa-big-runner-01,,163.626,19962,8,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0082.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0082.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0082.jsonl
officeqa-uid0083,UID0083,passed,officeqa-big-runner-01,,373.502,39929,46,1,1,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0083.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0083.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0083.jsonl
officeqa-uid0084,UID0084,passed,officeqa-big-runner-01,,386.304,24997,13,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0084.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0084.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0084.jsonl
officeqa-uid0085,UID0085,failed,officeqa-big-runner-02,,143.115,11994,6,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0085.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0085.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0085.jsonl
officeqa-uid0086,UID0086,passed,officeqa-big-runner-02,,184.332,13473,15,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0086.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0086.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0086.jsonl
officeqa-uid0087,UID0087,passed,officeqa-big-runner-02,,176.746,23380,16,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0087.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0087.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0087.jsonl
officeqa-uid0088,UID0088,passed,officeqa-big-runner-02,,340.128,47623,44,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0088.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0088.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0088.jsonl
officeqa-uid0089,UID0089,failed,officeqa-big-runner-01,,437.353,45343,52,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0089.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0089.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0089.jsonl
officeqa-uid0090,UID0090,passed,officeqa-big-runner-01,,143.643,14020,4,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0090.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0090.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0090.jsonl
officeqa-uid0091,UID0091,failed,officeqa-big-runner-01,,133.407,8951,4,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0091.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0091.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0091.jsonl
officeqa-uid0092,UID0092,failed,officeqa-big-runner-01,,311.668,50139,49,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0092.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0092.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0092.jsonl
officeqa-uid0093,UID0093,passed,officeqa-big-runner-02,,450.632,56413,55,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0093.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0093.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0093.jsonl
officeqa-uid0094,UID0094,failed,officeqa-big-runner-02,,276.139,29103,21,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0094.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0094.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0094.jsonl
officeqa-uid0095,UID0095,passed,officeqa-big-runner-02,,356.495,33342,31,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0095.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0095.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0095.jsonl
officeqa-uid0096,UID0096,failed,officeqa-big-runner-02,,743.819,72806,99,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0096.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0096.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0096.jsonl
officeqa-uid0097,UID0097,passed,officeqa-big-runner-01,,136.565,21408,12,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0097.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0097.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0097.jsonl
officeqa-uid0098,UID0098,failed,officeqa-big-runner-01,,863.181,39062,38,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0098.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0098.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0098.jsonl
officeqa-uid0099,UID0099,passed,officeqa-big-runner-01,,127.434,9420,0,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0099.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0099.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0099.jsonl
officeqa-uid0100,UID0100,passed,officeqa-big-runner-01,,253.415,39061,34,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0100.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0100.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0100.jsonl
officeqa-uid0101,UID0101,failed,officeqa-big-runner-02,,204.243,20386,20,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0101.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0101.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0101.jsonl
officeqa-uid0102,UID0102,failed,officeqa-big-runner-02,,213.261,20634,17,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0102.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0102.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0102.jsonl
officeqa-uid0103,UID0103,passed,officeqa-big-runner-02,,178.175,33570,22,0,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0103.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0103.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0103.jsonl
officeqa-uid0104,UID0104,failed,officeqa-big-runner-02,,163.311,15608,7,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0104.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0104.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0104.jsonl
officeqa-uid0105,UID0105,failed,officeqa-big-runner-01,,264.162,33528,25,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0105.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0105.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0105.jsonl
officeqa-uid0106,UID0106,passed,officeqa-big-runner-01,,130.947,19692,9,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0106.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0106.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0106.jsonl
officeqa-uid0107,UID0107,passed,officeqa-big-runner-01,,164.958,17308,15,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0107.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0107.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0107.jsonl
officeqa-uid0108,UID0108,failed,officeqa-big-runner-01,,234.713,31471,24,1,1,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0108.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0108.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0108.jsonl
officeqa-uid0109,UID0109,passed,officeqa-big-runner-02,,125.407,14089,1,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0109.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0109.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0109.jsonl
officeqa-uid0110,UID0110,failed,officeqa-big-runner-02,,310.697,47532,41,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0110.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0110.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0110.jsonl
officeqa-uid0111,UID0111,passed,officeqa-big-runner-02,,358.038,40675,29,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0111.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0111.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0111.jsonl
officeqa-uid0112,UID0112,passed,officeqa-big-runner-02,,247.536,31074,28,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0112.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0112.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0112.jsonl
officeqa-uid0113,UID0113,failed,officeqa-big-runner-01,,195.01,35203,17,0,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0113.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0113.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0113.jsonl
officeqa-uid0114,UID0114,failed,officeqa-big-runner-01,,900.336,,117,0,0,True,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0114.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0114.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0114.jsonl
officeqa-uid0115,UID0115,failed,officeqa-big-runner-01,,340.714,35898,38,0,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0115.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0115.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0115.jsonl
officeqa-uid0116,UID0116,passed,officeqa-big-runner-01,,199.342,41739,33,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0116.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0116.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0116.jsonl
officeqa-uid0117,UID0117,failed,officeqa-big-runner-02,,617.008,65486,43,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0117.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0117.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0117.jsonl
officeqa-uid0118,UID0118,failed,officeqa-big-runner-02,,900.583,,55,0,0,True,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0118.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0118.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0118.jsonl
officeqa-uid0119,UID0119,passed,officeqa-big-runner-02,,421.821,39810,46,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0119.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0119.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0119.jsonl
officeqa-uid0120,UID0120,failed,officeqa-big-runner-02,,352.537,57331,42,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0120.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0120.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0120.jsonl
officeqa-uid0121,UID0121,failed,officeqa-big-runner-01,,285.779,45220,31,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0121.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0121.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0121.jsonl
officeqa-uid0122,UID0122,failed,officeqa-big-runner-01,,819.154,69950,111,1,1,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0122.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0122.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0122.jsonl
officeqa-uid0123,UID0123,failed,officeqa-big-runner-01,,179.095,25251,16,1,0,False,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0123.json,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/reports/UID0123.md,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/deep_trials/events/UID0123.jsonl
